,Name,Freq
0,van,25
1,rooyen,24
2,pretorius,23
3,gupta,22
4,gordhan,18
5,zuma,17
6,jonas,15
7,moyane,14
8,ambani,14
9,mogajane,10
10,ms,7
11,nene,6
12,manuel,6
13,bobat,6
14,ramaphosa,5
15,ja,4
16,fuzile,4
17,whitley,4
18,min,4
19,com,4
20,bud,4
21,abrahams,4
22,david,3
23,mantashe,3
24,nugent,3
25,ntlemeza,3
26,nhleko,3
27,mahlobo,3
28,wood,3
29,chair,3
30,dlamini,3
31,of,3
32,fuzila,2
33,mbeki,2
34,rand,2
35,duarte,2
36,moleketi,2
37,myeni,2
38,cele,2
39,eric,2
40,essa,2
41,zwane,2
42,twitter,2
43,hulley,2
44,the,2
45,minister,2
46,magashula,2
47,pravin,1
48,cooperative,1
49,governance,1
50,mandela,1
51,motlanthe,1
52,cyril,1
53,bloomberg,1
54,chairperson,1
55,jessie,1
56,minster,1
57,mcebisi,1
58,jabu,1
59,mkize,1
60,general,1
61,davis,1
62,davos,1
63,euros,1
64,yen,1
65,adrian,1
66,gore,1
67,brian,1
68,joffe,1
69,simington,1
70,estina,1
71,dairy,1
72,opelt,1
73,bill,1
74,clinton,1
75,tube,1
76,advocate,1
77,budlender,1
78,madonsela,1
79,mohamed,1
80,gents,1
81,des,1
82,rooyen's,1
83,lungisa,1
84,gugile,1
85,nkwinti,1
86,nkwintie,1
87,malcolm,1
88,mabaso,1
89,mosebenzi,1
90,saxonwold,1
91,mahlangu,1
92,ndlovu,1
93,anil,1
94,rajesh,1
95,tony,1
96,kruger,1
97,national,1
98,park,1
99,duduzane,1
100,peter,1
101,hain,1
102,bell,1
103,pottinger,1
104,helen,1
105,zille,1
106,ramos,1
107,mr,1
108,michael,1
109,disability,1
110,grant,1
111,health,1
112,finance,1
113,mboweni,1
114,page,1
115,104,1
116,mosheu,1
117,pips,1
118,baloyi,1
119,maleka,1
